timestamp,price,signal,position,position_value,equity,gross_pnl,fees_maker,fees_taker,net_pnl_maker,net_pnl_taker,is_liquidated
2023-06-14,423.0963439941406,1.0,23.635278682858313,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,False
2023-06-15,428.341796875,0.0,0.0,0.0,10116.915751786586,123.97774065691374,7.061988870328457,10.061988870328456,116.91575178658528,113.91575178658528,False
2023-06-15,428.341796875,-1.0,-23.34584220581731,10000.0,10116.915751786586,0.0,0.0,0.0,0.0,0.0,False
2023-06-16,426.8827819824219,-1.0,-23.34584220581731,10000.0,10150.977683244653,34.06193145806719,0.0,0.0,34.06193145806719,34.06193145806719,False
2023-06-20,424.66802978515625,-1.0,-23.34584220581731,10000.0,10202.682938567003,85.76718678041652,0.0,0.0,85.76718678041652,85.76718678041652,False
2023-06-21,422.4921569824219,0.0,0.0,0.0,10246.548804064514,136.56476989298244,6.9317176150535085,9.931717615053508,129.63305227792893,126.63305227792893,False
2023-06-21,422.4921569824219,1.0,23.669078430764948,10000.0,10246.548804064514,0.0,0.0,0.0,0.0,0.0,False
2023-06-22,424.0172119140625,1.0,23.669078430764948,10000.0,10282.645448852742,36.09664478822742,0.0,0.0,36.09664478822742,36.09664478822742,False
2023-06-23,420.8116149902344,1.0,23.669078430764948,10000.0,10206.771923845234,-39.77688021928043,0.0,0.0,-39.77688021928043,-39.77688021928043,False
2023-06-26,419.0923156738281,1.0,23.669078430764948,10000.0,10166.077693479254,-80.47111058526025,0.0,0.0,-80.47111058526025,-80.47111058526025,False
2023-06-27,423.6869201660156,1.0,23.669078430764948,10000.0,10274.827747563186,28.27894349867165,0.0,0.0,28.27894349867165,28.27894349867165,False
2023-06-28,423.9006652832031,1.0,23.669078430764948,10000.0,10279.886897506089,33.33809344157453,0.0,0.0,33.33809344157453,33.33809344157453,False
2023-06-29,425.57135009765625,1.0,23.669078430764948,10000.0,10319.430467412469,72.8816633479546,0.0,0.0,72.8816633479546,72.8816633479546,False
2023-06-30,430.59344482421875,1.0,23.669078430764948,10000.0,10438.298821382206,191.75001731769225,0.0,0.0,191.75001731769225,191.75001731769225,False
2023-07-03,431.0888671875,0.0,0.0,0.0,10442.92327405102,203.47620809055115,7.101738104045276,10.101738104045275,196.3744699865059,193.3744699865059,False
2023-07-03,431.0888671875,-1.0,-23.19707318178214,10000.0,10442.92327405102,0.0,0.0,0.0,0.0,0.0,False
2023-07-05,430.44769287109375,0.0,0.0,0.0,10450.804078274747,14.873367539956234,6.992563316230022,9.992563316230022,7.880804223726212,4.880804223726212,False
2023-07-05,430.44769287109375,1.0,23.231626433631977,10000.0,10450.804078274747,0.0,0.0,0.0,0.0,0.0,False
2023-07-06,427.0770568847656,1.0,23.231626433631977,10000.0,10372.498722196615,-78.30535607813181,0.0,0.0,-78.30535607813181,-78.30535607813181,False
2023-07-07,425.9987487792969,1.0,23.231626433631977,10000.0,10347.447871110007,-103.35620716473932,0.0,0.0,-103.35620716473932,-103.35620716473932,False
2023-07-10,427.0770568847656,1.0,23.231626433631977,10000.0,10372.498722196615,-78.30535607813181,0.0,0.0,-78.30535607813181,-78.30535607813181,False
2023-07-11,429.7969055175781,1.0,23.231626433631977,10000.0,10435.685229590139,-15.118848684607656,0.0,0.0,-15.118848684607656,-15.118848684607656,False
2023-07-12,433.2550048828125,1.0,23.231626433631977,10000.0,10516.022502213646,65.21842393889892,0.0,0.0,65.21842393889892,65.21842393889892,False
2023-07-13,436.6937255859375,1.0,23.231626433631977,10000.0,10595.909576998241,145.10549872349475,0.0,0.0,145.10549872349475,145.10549872349475,False
2023-07-14,436.42169189453125,1.0,23.231626433631977,10000.0,10589.58979190213,138.7857136273833,0.0,0.0,138.7857136273833,138.7857136273833,False
2023-07-17,437.93707275390625,1.0,23.231626433631977,10000.0,10624.794553931806,173.9904756570595,0.0,0.0,173.9904756570595,173.9904756570595,False
2023-07-18,441.1911926269531,0.0,0.0,0.0,10693.26825670623,249.58897291794165,7.1247944864589705,10.12479448645897,242.46417843148268,239.46417843148268,False
2023-07-18,441.1911926269531,-1.0,-22.665910306272696,10000.0,10693.26825670623,0.0,0.0,0.0,0.0,0.0,False
2023-07-19,442.1722717285156,-1.0,-22.665910306272696,10000.0,10671.031205786856,-22.23705091937336,0.0,0.0,-22.23705091937336,-22.23705091937336,False
2023-07-20,439.2387390136719,-1.0,-22.665910306272696,10000.0,10737.52239518202,44.25413847579148,0.0,0.0,44.25413847579148,44.25413847579148,False
2023-07-21,439.2387390136719,0.0,0.0,0.0,10730.544522251259,44.25413847579148,6.977872930762104,9.977872930762103,37.276265545029375,34.276265545029375,False
2023-07-21,439.2387390136719,1.0,22.76666220847323,10000.0,10730.544522251259,0.0,0.0,0.0,0.0,0.0,False
2023-07-24,441.200927734375,1.0,22.76666220847323,10000.0,10775.217010044784,44.67248779352485,0.0,0.0,44.67248779352485,44.67248779352485,False
2023-07-25,442.4054260253906,0.0,0.0,0.0,10795.603368320262,72.09489351576121,7.03604744675788,10.03604744675788,65.05884606900334,62.05884606900334,False
2023-07-25,442.4054260253906,-1.0,-22.60370106632932,10000.0,10795.603368320262,0.0,0.0,0.0,0.0,0.0,False
2023-07-26,442.4734191894531,-1.0,-22.60370106632932,10000.0,10794.066471165239,-1.5368971550233255,0.0,0.0,-1.5368971550233255,-1.5368971550233255,False
2023-07-27,439.5398254394531,-1.0,-22.60370106632932,10000.0,10860.376547340291,64.77317902002869,0.0,0.0,64.77317902002869,64.77317902002869,False
2023-07-28,443.84307861328125,0.0,0.0,0.0,10756.09085085168,-32.496269333914825,7.016248134666958,10.016248134666958,-39.512517468581784,-42.512517468581784,False
